ID,Nome,Preço,Quantidade
22920,Limpeza,71.68,21920
22921,Sabonete,143.36,21921
22922,Pão,286.72,21922
22923,Alho,573.44,21923
22924,Cenoura,1146.88,21924
22925,Batata,1.12,21925
22926,Repolho,2.24,21926
22927,Maionese,4.48,21927
22928,Ketchup,8.96,21928
22929,Mostarda,17.92,21929
22930,Macarrão,35.84,21930
22931,Miojo,71.68,21931
22932,Sabão,143.36,21932
22933,Perfume,286.72,21933
22934,Shampoo,573.44,21934
22935,Condicionador,1.12,21935
22936,Gilete,2.24,21936
22937,Talheres,4.48,21937
22938,Refrigerante,8.96,21938
22939,Torta,17.92,21939
22940,Frango,35.84,21940
22941,Carne,71.68,21941
22942,Vassoura,143.36,21942
22943,Bucha,286.72,21943
22944,Limpeza,573.44,21944
22945,Sabonete,1146.88,21945
22946,Pão,1.12,21946
22947,Alho,2.24,21947
22948,Cenoura,4.48,21948
22949,Batata,8.96,21949
22950,Repolho,17.92,21950
22951,Maionese,35.84,21951
22952,Ketchup,71.68,21952
22953,Mostarda,143.36,21953
22954,Macarrão,286.72,21954
22955,Miojo,573.44,21955
22956,Sabão,1.12,21956
22957,Perfume,2.24,21957
22958,Shampoo,4.48,21958
22959,Condicionador,8.96,21959
22960,Gilete,17.92,21960
22961,Talheres,35.84,21961
22962,Refrigerante,71.68,21962
22963,Torta,143.36,21963
22964,Frango,286.72,21964
22965,Carne,573.44,21965
22966,Vassoura,1146.88,21966
22967,Bucha,1.12,21967
22968,Limpeza,2.24,21968
22969,Sabonete,4.48,21969
22970,Pão,8.96,21970
22971,Alho,17.92,21971
22972,Cenoura,35.84,21972
22973,Batata,71.68,21973
22974,Repolho,143.36,21974
22975,Maionese,286.72,21975
22976,Ketchup,573.44,21976
22977,Mostarda,1.12,21977
22978,Macarrão,2.24,21978
22979,Miojo,4.48,21979
22980,Sabão,8.96,21980
22981,Perfume,17.92,21981
22982,Shampoo,35.84,21982
22983,Condicionador,71.68,21983
22984,Gilete,143.36,21984
22985,Talheres,286.72,21985
22986,Refrigerante,573.44,21986
22987,Torta,1146.88,21987
22988,Frango,1.12,21988
22989,Carne,2.24,21989
22990,Vassoura,4.48,21990
22991,Bucha,8.96,21991
22992,Limpeza,17.92,21992
22993,Sabonete,35.84,21993
22994,Pão,71.68,21994
22995,Alho,143.36,21995
22996,Cenoura,286.72,21996
22997,Batata,573.44,21997
22998,Repolho,1.12,21998
22999,Maionese,2.24,21999
23000,Ketchup,4.48,22000
23001,Mostarda,8.96,22001
23002,Macarrão,17.92,22002
23003,Miojo,35.84,22003
23004,Sabão,71.68,22004
23005,Perfume,143.36,22005
23006,Shampoo,286.72,22006
23007,Condicionador,573.44,22007
23008,Gilete,1146.88,22008
23009,Talheres,1.12,22009
23010,Refrigerante,2.24,22010
23011,Torta,4.48,22011
23012,Frango,8.96,22012
23013,Carne,17.92,22013
23014,Vassoura,35.84,22014
23015,Bucha,71.68,22015
23016,Limpeza,143.36,22016
23017,Sabonete,286.72,22017
23018,Pão,573.44,22018
23019,Alho,1.12,22019
23020,Cenoura,2.24,22020
23021,Batata,4.48,22021
23022,Repolho,8.96,22022
23023,Maionese,17.92,22023
23024,Ketchup,35.84,22024
23025,Mostarda,71.68,22025
23026,Macarrão,143.36,22026
23027,Miojo,286.72,22027
23028,Sabão,573.44,22028
23029,Perfume,1146.88,22029
23030,Shampoo,1.12,22030
23031,Condicionador,2.24,22031
23032,Gilete,4.48,22032
23033,Talheres,8.96,22033
23034,Refrigerante,17.92,22034
23035,Torta,35.84,22035
23036,Frango,71.68,22036
23037,Carne,143.36,22037
23038,Vassoura,286.72,22038
23039,Bucha,573.44,22039
23040,Limpeza,1.12,22040
23041,Sabonete,2.24,22041
23042,Pão,4.48,22042
23043,Alho,8.96,22043
23044,Cenoura,17.92,22044
23045,Batata,35.84,22045
23046,Repolho,71.68,22046
23047,Maionese,143.36,22047
23048,Ketchup,286.72,22048
23049,Mostarda,573.44,22049
23050,Macarrão,1146.88,22050
23051,Miojo,1.12,22051
23052,Sabão,2.24,22052
23053,Perfume,4.48,22053
23054,Shampoo,8.96,22054
23055,Condicionador,17.92,22055
23056,Gilete,35.84,22056
23057,Talheres,71.68,22057
23058,Refrigerante,143.36,22058
23059,Torta,286.72,22059
23060,Frango,573.44,22060
23061,Carne,1.12,22061
23062,Vassoura,2.24,22062
23063,Bucha,4.48,22063
23064,Limpeza,8.96,22064
23065,,17.92,22065
23066,,35.84,22066
23067,,71.68,22067
23068,,143.36,22068
23069,,286.72,22069
23070,Sabonete,573.44,22070
23071,Pão,1146.88,22071
23072,Alho,1.12,22072
23073,Cenoura,2.24,22073
23074,Batata,4.48,22074
23075,Repolho,8.96,22075
23076,Maionese,17.92,22076
23077,Ketchup,35.84,22077
23078,Mostarda,71.68,22078
23079,Macarrão,143.36,22079
23080,Miojo,286.72,22080
23081,Sabão,573.44,22081
23082,Perfume,1.12,22082
23083,Shampoo,2.24,22083
23084,Condicionador,4.48,22084
23085,Gilete,8.96,22085
23086,Talheres,17.92,22086
23087,Refrigerante,35.84,22087
23088,Torta,71.68,22088
23089,Frango,143.36,22089
23090,Carne,286.72,22090
23091,Vassoura,573.44,22091
23092,Bucha,1146.88,22092
23093,Limpeza,1.12,22093
23094,Sabonete,2.24,22094
23095,Pão,4.48,22095
23096,Alho,8.96,22096
23097,Cenoura,17.92,22097
23098,Batata,35.84,22098
23099,Repolho,71.68,22099
23100,Maionese,143.36,22100
23101,Ketchup,286.72,22101
23102,Mostarda,573.44,22102
23103,Macarrão,1.12,22103
23104,Miojo,2.24,22104
23105,Sabão,4.48,22105
23106,Perfume,8.96,22106
23107,Shampoo,17.92,22107
23108,Condicionador,35.84,22108
23109,Gilete,71.68,22109
23110,Talheres,143.36,22110
23111,Refrigerante,286.72,22111
23112,Torta,573.44,22112
23113,Frango,1146.88,22113
23114,Carne,1.12,22114
23115,Vassoura,2.24,22115
23116,Bucha,4.48,22116
23117,Limpeza,8.96,22117
23118,Sabonete,17.92,22118
23119,Pão,35.84,22119
23120,Alho,71.68,22120
23121,Cenoura,143.36,22121
23122,Batata,286.72,22122
23123,Repolho,573.44,22123
23124,Maionese,1.12,22124
23125,Ketchup,2.24,22125
23126,Mostarda,4.48,22126
23127,Macarrão,8.96,22127
23128,Miojo,17.92,22128
23129,Sabão,35.84,22129
23130,Perfume,71.68,22130
23131,Shampoo,143.36,22131
23132,Condicionador,286.72,22132
23133,Gilete,573.44,22133
23134,Talheres,1146.88,22134
23135,Refrigerante,1.12,22135
23136,Torta,2.24,22136
23137,Frango,4.48,22137
23138,Carne,8.96,22138
23139,Vassoura,17.92,22139
23140,Bucha,35.84,22140
23141,Limpeza,71.68,22141
23142,Sabonete,143.36,22142
23143,Pão,286.72,22143
23144,Alho,573.44,22144
23145,Cenoura,1.12,22145
23146,Batata,2.24,22146
23147,Repolho,4.48,22147
23148,Maionese,8.96,22148
23149,Ketchup,17.92,22149
23150,Mostarda,35.84,22150
23151,Macarrão,71.68,22151
23152,Miojo,143.36,22152
23153,Sabão,286.72,22153
23154,Perfume,573.44,22154
23155,Shampoo,1146.88,22155
23156,Condicionador,1.12,22156
23157,Gilete,2.24,22157
23158,Talheres,4.48,22158
23159,Refrigerante,8.96,22159
23160,Torta,17.92,22160
23161,Frango,35.84,22161
23162,Carne,71.68,22162
23163,Vassoura,143.36,22163
23164,Bucha,286.72,22164
23165,Limpeza,573.44,22165
23166,Sabonete,1.12,22166
23167,Pão,2.24,22167
23168,Alho,4.48,22168
23169,Cenoura,8.96,22169
23170,Batata,17.92,22170
23171,Repolho,35.84,22171
23172,Maionese,71.68,22172
23173,Ketchup,143.36,22173
23174,Mostarda,286.72,22174
23175,Macarrão,573.44,22175
23176,Miojo,1146.88,22176
23177,Sabão,1.12,22177
23178,Perfume,2.24,22178
23179,Shampoo,4.48,22179
23180,Condicionador,8.96,22180
23181,Gilete,17.92,22181
23182,Talheres,35.84,22182
23183,Refrigerante,71.68,22183
23184,Torta,143.36,22184
23185,Frango,286.72,22185
23186,Carne,573.44,22186
23187,Vassoura,1.12,22187
23188,Bucha,2.24,22188
23189,Limpeza,4.48,22189
23190,Sabonete,8.96,22190
23191,Pão,17.92,22191
23192,Alho,35.84,22192
23193,Cenoura,71.68,22193
23194,Batata,143.36,22194
23195,Repolho,286.72,22195
23196,Maionese,573.44,22196
23197,Ketchup,1146.88,22197
23198,Mostarda,1.12,22198
23199,Macarrão,2.24,22199
23200,Miojo,4.48,22200
23201,Sabão,8.96,22201
23202,Perfume,17.92,22202
23203,Shampoo,35.84,22203
23204,Condicionador,71.68,22204
23205,Gilete,143.36,22205
23206,Talheres,286.72,22206
23207,Refrigerante,573.44,22207
23208,Torta,1.12,22208
23209,Frango,2.24,22209
23210,Carne,4.48,22210
23211,Vassoura,8.96,22211
23212,Bucha,17.92,22212
23213,Limpeza,35.84,22213
23214,Sabonete,71.68,22214
23215,Pão,143.36,22215
23216,Alho,286.72,22216
23217,Cenoura,573.44,22217
23218,Batata,1146.88,22218
23219,Repolho,1.12,22219
23220,Maionese,2.24,22220
23221,Ketchup,4.48,22221
23222,Mostarda,8.96,22222
23223,Macarrão,17.92,22223
23224,Miojo,35.84,22224
23225,Sabão,71.68,22225
23226,Perfume,143.36,22226
23227,Shampoo,286.72,22227
23228,Condicionador,573.44,22228
23229,Gilete,1.12,22229
23230,Talheres,2.24,22230
23231,Refrigerante,4.48,22231
23232,Torta,8.96,22232
23233,Frango,17.92,22233
23234,Carne,35.84,22234
23235,Vassoura,71.68,22235
23236,Bucha,143.36,22236
23237,Limpeza,286.72,22237
23238,Sabonete,573.44,22238
23239,Pão,1146.88,22239
23240,Alho,1.12,22240
23241,Cenoura,2.24,22241
23242,Batata,4.48,22242
23243,Repolho,8.96,22243
23244,Maionese,17.92,22244
23245,Ketchup,35.84,22245
23246,Mostarda,71.68,22246
23247,Macarrão,143.36,22247
23248,Miojo,286.72,22248
23249,Sabão,573.44,22249
23250,Perfume,1.12,22250
23251,Shampoo,2.24,22251
23252,Condicionador,4.48,22252
23253,Gilete,8.96,22253
23254,Talheres,17.92,22254
23255,Refrigerante,35.84,22255
23256,Torta,71.68,22256
23257,Frango,143.36,22257
23258,Carne,286.72,22258
23259,Vassoura,573.44,22259
23260,Bucha,1146.88,22260
23261,Limpeza,1.12,22261
23262,Sabonete,2.24,22262
23263,Pão,4.48,22263
23264,Alho,8.96,22264
23265,Cenoura,17.92,22265
23266,Batata,35.84,22266
23267,Repolho,71.68,22267
23268,Maionese,143.36,22268
23269,Ketchup,286.72,22269
23270,Mostarda,573.44,22270
23271,Macarrão,1.12,22271
23272,Miojo,2.24,22272
23273,Sabão,4.48,22273
23274,Perfume,8.96,22274
23275,Shampoo,17.92,22275
23276,Condicionador,35.84,22276
23277,Gilete,71.68,22277
23278,Talheres,143.36,22278
23279,Refrigerante,286.72,22279
23280,Torta,573.44,22280
23281,Frango,1146.88,22281
23282,Carne,1.12,22282
23283,Vassoura,2.24,22283
23284,Bucha,4.48,22284
23285,Limpeza,8.96,22285
23286,Sabonete,17.92,22286
23287,Pão,35.84,22287
23288,Alho,71.68,22288
23289,Cenoura,143.36,22289
23290,Batata,286.72,22290
23291,Repolho,573.44,22291
23292,Maionese,1.12,22292
23293,Ketchup,2.24,22293
23294,Mostarda,4.48,22294
23295,Macarrão,8.96,22295
23296,Miojo,17.92,22296
23297,Sabão,35.84,22297
23298,Perfume,71.68,22298
23299,Shampoo,143.36,22299
23300,Condicionador,286.72,22300
23301,Gilete,573.44,22301
23302,Talheres,1146.88,22302
23303,Refrigerante,1.12,22303
23304,Torta,2.24,22304
23305,Frango,4.48,22305
23306,Carne,8.96,22306
23307,Vassoura,17.92,22307
23308,Bucha,35.84,22308
23309,Limpeza,71.68,22309
23310,Sabonete,143.36,22310
23311,Pão,286.72,22311
23312,Alho,573.44,22312
23313,Cenoura,1.12,22313
23314,Batata,2.24,22314
23315,Repolho,4.48,22315
23316,Maionese,8.96,22316
23317,Ketchup,17.92,22317
23318,Mostarda,35.84,22318
23319,Macarrão,71.68,22319
23320,Miojo,143.36,22320
23321,Sabão,286.72,22321
23322,Perfume,573.44,22322
23323,Shampoo,1146.88,22323
23324,Condicionador,1.12,22324
23325,Gilete,2.24,22325
23326,Talheres,4.48,22326
23327,Refrigerante,8.96,22327
23328,Torta,17.92,22328
23329,Frango,35.84,22329
23330,Carne,71.68,22330
23331,Vassoura,143.36,22331
23332,Bucha,286.72,22332
23333,Limpeza,573.44,22333
23334,Sabonete,1.12,22334
23335,Pão,2.24,22335
23336,Alho,4.48,22336
23337,Cenoura,8.96,22337
23338,Batata,17.92,22338
23339,Repolho,35.84,22339
23340,Maionese,71.68,22340
23341,Ketchup,143.36,22341
23342,Mostarda,286.72,22342
23343,Macarrão,573.44,22343
23344,Miojo,1146.88,22344
23345,Sabão,1.12,22345
23346,Perfume,2.24,22346
23347,Shampoo,4.48,22347
23348,Condicionador,8.96,22348
23349,Gilete,17.92,22349
23350,Talheres,35.84,22350
23351,Refrigerante,71.68,22351
23352,Torta,143.36,22352
23353,Frango,286.72,22353
23354,Carne,573.44,22354
23355,Vassoura,1.12,22355
23356,Bucha,2.24,22356
23357,Limpeza,4.48,22357
23358,Sabonete,8.96,22358
23359,Pão,17.92,22359
23360,Alho,35.84,22360
23361,Cenoura,71.68,22361
23362,Batata,143.36,22362
23363,Repolho,286.72,22363
23364,Maionese,573.44,22364
23365,Ketchup,1146.88,22365
23366,Mostarda,1.12,22366
23367,Macarrão,2.24,22367
23368,Miojo,4.48,22368
23369,Sabão,8.96,22369
23370,Perfume,17.92,22370
23371,Shampoo,35.84,22371
23372,Condicionador,71.68,22372
23373,Gilete,143.36,22373
23374,Talheres,286.72,22374
23375,Refrigerante,573.44,22375
23376,Torta,1.12,22376
23377,Frango,2.24,22377
23378,Carne,4.48,22378
23379,Vassoura,8.96,22379
23380,Bucha,17.92,22380
23381,Limpeza,35.84,22381
23382,Sabonete,71.68,22382
23383,Pão,143.36,22383
23384,Alho,286.72,22384
23385,Cenoura,573.44,22385
23386,Batata,1146.88,22386
23387,Repolho,1.12,22387
23388,Maionese,2.24,22388
23389,Ketchup,4.48,22389
23390,Mostarda,8.96,22390
23391,Macarrão,17.92,22391
23392,Miojo,35.84,22392
23393,Sabão,71.68,22393
23394,Perfume,143.36,22394
23395,Shampoo,286.72,22395
23396,Condicionador,573.44,22396
23397,Gilete,1.12,22397
23398,Talheres,2.24,22398
23399,Refrigerante,4.48,22399
23400,Torta,8.96,22400
23401,Frango,17.92,22401
23402,Carne,35.84,22402
23403,Vassoura,71.68,22403
23404,Bucha,143.36,22404
23405,Limpeza,286.72,22405
23406,Sabonete,573.44,22406
23407,Pão,1146.88,22407
23408,Alho,1.12,22408
23409,Cenoura,2.24,22409
23410,Batata,4.48,22410
23411,Repolho,8.96,22411
23412,Maionese,17.92,22412
23413,Ketchup,35.84,22413
23414,Mostarda,71.68,22414
23415,Macarrão,143.36,22415
23416,Miojo,286.72,22416
23417,Sabão,573.44,22417
23418,Perfume,1.12,22418
23419,Shampoo,2.24,22419
23420,Condicionador,4.48,22420
23421,Gilete,8.96,22421
23422,Talheres,17.92,22422
23423,Refrigerante,35.84,22423
23424,Torta,71.68,22424
23425,Frango,143.36,22425
23426,Carne,286.72,22426
23427,Vassoura,573.44,22427
23428,Bucha,1146.88,22428
23429,Limpeza,1.12,22429
23430,Sabonete,2.24,22430
23431,Pão,4.48,22431
23432,Alho,8.96,22432
23433,Cenoura,17.92,22433
23434,Batata,35.84,22434
23435,Repolho,71.68,22435
23436,Maionese,143.36,22436
23437,Ketchup,286.72,22437
23438,Mostarda,573.44,22438
23439,Macarrão,1.12,22439
23440,Miojo,2.24,22440
23441,Sabão,4.48,22441
23442,Perfume,8.96,22442
23443,Shampoo,17.92,22443
23444,Condicionador,35.84,22444
23445,Gilete,71.68,22445
23446,Talheres,143.36,22446
23447,Refrigerante,286.72,22447
23448,Torta,573.44,22448
23449,Frango,1146.88,22449
23450,Carne,1.12,22450
23451,Vassoura,2.24,22451
23452,Bucha,4.48,22452
23453,Limpeza,8.96,22453
23454,Sabonete,17.92,22454
23455,Pão,35.84,22455
23456,Alho,71.68,22456
23457,Cenoura,143.36,22457
23458,Batata,286.72,22458
23459,Repolho,573.44,22459
23460,Maionese,1.12,22460
23461,Ketchup,2.24,22461
23462,Mostarda,4.48,22462
23463,Macarrão,8.96,22463
23464,Miojo,17.92,22464
23465,Sabão,35.84,22465
23466,Perfume,71.68,22466
23467,Shampoo,143.36,22467
23468,Condicionador,286.72,22468
23469,Gilete,573.44,22469
23470,Talheres,1146.88,22470
23471,Refrigerante,1.12,22471
23472,Torta,2.24,22472
23473,Frango,4.48,22473
23474,Carne,8.96,22474
23475,Vassoura,17.92,22475
23476,Bucha,35.84,22476
23477,Limpeza,71.68,22477
23478,Sabonete,143.36,22478
23479,Pão,286.72,22479
23480,Alho,573.44,22480
23481,Cenoura,1.12,22481
23482,Batata,2.24,22482
23483,Repolho,4.48,22483
23484,Maionese,8.96,22484
23485,Ketchup,17.92,22485
23486,Mostarda,35.84,22486
23487,Macarrão,71.68,22487
23488,Miojo,143.36,22488
23489,Sabão,286.72,22489
23490,Perfume,573.44,22490
23491,Shampoo,1146.88,22491
23492,Condicionador,1.12,22492
23493,Gilete,2.24,22493
23494,Talheres,4.48,22494
23495,Refrigerante,8.96,22495
23496,Torta,17.92,22496
23497,Frango,35.84,22497
23498,Carne,71.68,22498
23499,Vassoura,143.36,22499
23500,Bucha,286.72,22500
23501,Limpeza,573.44,22501
23502,Sabonete,1.12,22502
23503,Pão,2.24,22503
23504,Alho,4.48,22504
23505,Cenoura,8.96,22505
23506,Batata,17.92,22506
23507,Repolho,35.84,22507
23508,Maionese,71.68,22508
23509,Ketchup,143.36,22509
23510,Mostarda,286.72,22510
23511,Macarrão,573.44,22511
23512,Miojo,1146.88,22512
23513,Sabão,1.12,22513
23514,Perfume,2.24,22514
23515,Shampoo,4.48,22515
23516,Condicionador,8.96,22516
23517,Gilete,17.92,22517
23518,Talheres,35.84,22518
23519,Refrigerante,71.68,22519
23520,Torta,143.36,22520
23521,Frango,286.72,22521
23522,Carne,573.44,22522
23523,Vassoura,1.12,22523
23524,Bucha,2.24,22524
23525,Limpeza,4.48,22525
23526,Sabonete,8.96,22526
23527,Pão,17.92,22527
23528,Alho,35.84,22528
23529,Cenoura,71.68,22529
23530,Batata,143.36,22530
23531,Repolho,286.72,22531
23532,Maionese,573.44,22532
23533,Ketchup,1146.88,22533
23534,Mostarda,1.12,22534
23535,Macarrão,2.24,22535
23536,Miojo,4.48,22536
23537,Sabão,8.96,22537
23538,Perfume,17.92,22538
23539,Shampoo,35.84,22539
23540,Condicionador,71.68,22540
23541,Gilete,143.36,22541
23542,Talheres,286.72,22542
23543,Refrigerante,573.44,22543
23544,Torta,1.12,22544
23545,Frango,2.24,22545
23546,Carne,4.48,22546
23547,Vassoura,8.96,22547
23548,Bucha,17.92,22548
23549,Limpeza,35.84,22549
23550,Sabonete,71.68,22550
23551,Pão,143.36,22551
23552,Alho,286.72,22552
23553,Cenoura,573.44,22553
23554,Batata,1146.88,22554
23555,Repolho,1.12,22555
23556,Maionese,2.24,22556
23557,Ketchup,4.48,22557
23558,Mostarda,8.96,22558
23559,Macarrão,17.92,22559
23560,Miojo,35.84,22560
23561,Sabão,71.68,22561
23562,Perfume,143.36,22562
23563,Shampoo,286.72,22563
23564,Condicionador,573.44,22564
23565,Gilete,1.12,22565
23566,Talheres,2.24,22566
23567,Refrigerante,4.48,22567
23568,Torta,8.96,22568
23569,Frango,17.92,22569
23570,Carne,35.84,22570
23571,Vassoura,71.68,22571
23572,Bucha,143.36,22572
23573,Limpeza,286.72,22573
23574,Torta,573.44,22574
23575,Frango,1146.88,22575
23576,Carne,1.12,22576
23577,Vassoura,2.24,22577
23578,Bucha,4.48,22578
23579,Limpeza,8.96,22579
23580,Pão,17.92,22580
23581,Alho,35.84,22581
23582,Cenoura,71.68,22582
23583,Batata,143.36,22583
23584,Repolho,286.72,22584
23585,Maionese,573.44,22585
23586,Ketchup,1.12,22586
23587,Mostarda,2.24,22587
23588,Macarrão,4.48,22588
23589,Miojo,8.96,22589
23590,Sabão,17.92,22590
23591,Perfume,35.84,22591
23592,Shampoo,71.68,22592
23593,Condicionador,143.36,22593
23594,Gilete,286.72,22594
23595,Talheres,573.44,22595
23596,Refrigerante,1146.88,22596
23597,Torta,1.12,22597
23598,Frango,2.24,22598
23599,Carne,4.48,22599
23600,Vassoura,8.96,22600
23601,Bucha,17.92,22601
23602,Limpeza,35.84,22602
23603,Sabonete,71.68,22603
23604,Pão,143.36,22604
23605,Alho,286.72,22605
23606,Cenoura,573.44,22606
23607,Batata,1.12,22607
23608,Repolho,2.24,22608
23609,Maionese,4.48,22609
23610,Ketchup,8.96,22610
23611,Mostarda,17.92,22611
23612,Macarrão,35.84,22612
23613,Miojo,71.68,22613
23614,Sabão,143.36,22614
23615,Perfume,286.72,22615
23616,Shampoo,573.44,22616
23617,Condicionador,1146.88,22617
23618,Gilete,1.12,22618
23619,Talheres,2.24,22619
23620,Refrigerante,4.48,22620
23621,Torta,8.96,22621
23622,Frango,17.92,22622
23623,Carne,35.84,22623
23624,Vassoura,71.68,22624
23625,Bucha,143.36,22625
23626,Limpeza,286.72,22626
23627,Sabonete,573.44,22627
23628,Pão,1.12,22628
23629,Alho,2.24,22629
23630,Cenoura,4.48,22630
23631,Batata,8.96,22631
23632,Repolho,17.92,22632
23633,Maionese,35.84,22633
23634,Ketchup,71.68,22634
23635,Mostarda,143.36,22635
23636,Macarrão,286.72,22636
23637,Miojo,573.44,22637
23638,Sabão,1146.88,22638
23639,Perfume,1.12,22639
23640,Shampoo,2.24,22640
23641,Condicionador,4.48,22641
23642,Gilete,8.96,22642
23643,Talheres,17.92,22643
23644,Refrigerante,35.84,22644
23645,Torta,71.68,22645
23646,Frango,143.36,22646
23647,Carne,286.72,22647
23648,Vassoura,573.44,22648
23649,Bucha,1.12,22649
23650,Limpeza,2.24,22650
23651,Sabonete,4.48,22651
23652,Pão,8.96,22652
23653,Alho,17.92,22653
23654,Cenoura,35.84,22654
23655,Batata,71.68,22655
23656,Repolho,143.36,22656
23657,Maionese,286.72,22657
23658,Ketchup,573.44,22658
23659,Mostarda,1146.88,22659
23660,Macarrão,1.12,22660
23661,Miojo,2.24,22661
23662,Sabão,4.48,22662
23663,Perfume,8.96,22663
23664,Shampoo,17.92,22664
23665,Condicionador,35.84,22665
23666,Gilete,71.68,22666
23667,Talheres,143.36,22667
23668,Refrigerante,286.72,22668
23669,Torta,573.44,22669
23670,Frango,1.12,22670
23671,Carne,2.24,22671
23672,Vassoura,4.48,22672
23673,Bucha,8.96,22673
23674,Limpeza,17.92,22674
23675,Sabonete,35.84,22675
23676,Pão,71.68,22676
23677,Alho,143.36,22677
23678,Cenoura,286.72,22678
23679,Batata,573.44,22679
23680,Repolho,1146.88,22680
23681,Maionese,1.12,22681
23682,Ketchup,2.24,22682
23683,Mostarda,4.48,22683
23684,Macarrão,8.96,22684
23685,Miojo,17.92,22685
23686,Sabão,35.84,22686
23687,Perfume,71.68,22687
23688,Shampoo,143.36,22688
23689,Condicionador,286.72,22689
23690,Gilete,573.44,22690
23691,Talheres,1.12,22691
23692,Refrigerante,2.24,22692
23693,Torta,4.48,22693
23694,Frango,8.96,22694
23695,Carne,17.92,22695
23696,Vassoura,35.84,22696
23697,Bucha,71.68,22697
23698,Limpeza,143.36,22698
23699,Sabonete,286.72,22699
23700,Pão,573.44,22700
23701,Alho,1146.88,22701
23702,Cenoura,1.12,22702
23703,Batata,2.24,22703
23704,Repolho,4.48,22704
23705,Maionese,8.96,22705
23706,Ketchup,17.92,22706
23707,Mostarda,35.84,22707
23708,Macarrão,71.68,22708
23709,Miojo,143.36,22709
23710,Sabão,286.72,22710
23711,Perfume,573.44,22711
23712,Shampoo,1.12,22712
23713,Condicionador,2.24,22713
23714,Gilete,4.48,22714
23715,Talheres,8.96,22715
23716,Refrigerante,17.92,22716
23717,Torta,35.84,22717
23718,Frango,71.68,22718
23719,Carne,143.36,22719
23720,Vassoura,286.72,22720
23721,Bucha,573.44,22721
23722,Limpeza,1146.88,22722
23723,Sabonete,1.12,22723
23724,Pão,2.24,22724
23725,Alho,4.48,22725
23726,Cenoura,8.96,22726
23727,Batata,17.92,22727
23728,Repolho,35.84,22728
23729,Maionese,71.68,22729
23730,Ketchup,143.36,22730
23731,Mostarda,286.72,22731
23732,Macarrão,573.44,22732
23733,Miojo,1.12,22733
23734,Sabão,2.24,22734
23735,Perfume,4.48,22735
23736,Shampoo,8.96,22736
23737,Condicionador,17.92,22737
23738,Gilete,35.84,22738
23739,Talheres,71.68,22739
23740,Refrigerante,143.36,22740
23741,Torta,286.72,22741
23742,Frango,573.44,22742
23743,Carne,1146.88,22743
23744,Vassoura,1.12,22744
23745,Bucha,2.24,22745
23746,Limpeza,4.48,22746
23747,Sabonete,8.96,22747
23748,Pão,17.92,22748
23749,Alho,35.84,22749
23750,Cenoura,71.68,22750
23751,Batata,143.36,22751
23752,Repolho,286.72,22752
23753,Maionese,573.44,22753
23754,Ketchup,1.12,22754
23755,Mostarda,2.24,22755
23756,Macarrão,4.48,22756
23757,Miojo,8.96,22757
23758,Sabão,17.92,22758
23759,Perfume,35.84,22759
23760,Shampoo,71.68,22760
23761,Condicionador,143.36,22761
23762,Gilete,286.72,22762
23763,Talheres,573.44,22763
23764,Refrigerante,1146.88,22764
23765,Torta,1.12,22765
23766,Frango,2.24,22766
23767,Carne,4.48,22767
23768,Vassoura,8.96,22768
23769,Bucha,17.92,22769
23770,Limpeza,35.84,22770
23771,Sabonete,71.68,22771
23772,Pão,143.36,22772
23773,Alho,286.72,22773
23774,Cenoura,573.44,22774
23775,Batata,1.12,22775
23776,Repolho,2.24,22776
23777,Maionese,4.48,22777
23778,Ketchup,8.96,22778
23779,Mostarda,17.92,22779
23780,Macarrão,35.84,22780
23781,Miojo,71.68,22781
23782,Sabão,143.36,22782
23783,Perfume,286.72,22783
23784,Shampoo,573.44,22784
23785,Condicionador,1146.88,22785
23786,Gilete,1.12,22786
23787,Talheres,2.24,22787
23788,Refrigerante,4.48,22788
23789,Torta,8.96,22789
23790,Frango,17.92,22790
23791,Carne,35.84,22791
23792,Vassoura,71.68,22792
23793,Bucha,143.36,22793
23794,Limpeza,286.72,22794
23795,Sabonete,573.44,22795
23796,Pão,1.12,22796
23797,Alho,2.24,22797
23798,Cenoura,4.48,22798
23799,Batata,8.96,22799
23800,Repolho,17.92,22800
23801,Maionese,35.84,22801
23802,Ketchup,71.68,22802
23803,Mostarda,143.36,22803
23804,Macarrão,286.72,22804
23805,Miojo,573.44,22805
23806,Sabão,1146.88,22806
23807,Perfume,1.12,22807
23808,Shampoo,2.24,22808
23809,Condicionador,4.48,22809
23810,Gilete,8.96,22810
23811,Talheres,17.92,22811
23812,Refrigerante,35.84,22812
23813,Torta,71.68,22813
23814,Frango,143.36,22814
23815,Carne,286.72,22815
23816,Vassoura,573.44,22816
23817,Bucha,1.12,22817
23818,Limpeza,2.24,22818
23819,Sabonete,4.48,22819
23820,Pão,8.96,22820
23821,Alho,17.92,22821
23822,Cenoura,35.84,22822
23823,Batata,71.68,22823
23824,Repolho,143.36,22824
23825,Maionese,286.72,22825
23826,Ketchup,573.44,22826
23827,Mostarda,1146.88,22827
23828,Macarrão,1.12,22828
23829,Miojo,2.24,22829
23830,Sabão,4.48,22830
23831,Perfume,8.96,22831
23832,Shampoo,17.92,22832
23833,Condicionador,35.84,22833
23834,Gilete,71.68,22834
23835,Talheres,143.36,22835
23836,Refrigerante,286.72,22836
23837,Torta,573.44,22837
